"id","chapter","title","content"
"9.3.1","§9.3.1","General","This process is invoked when parsing syntax elements with descriptor ae(v) in subclauses7.3.8.1 through 7.3.8.11. Inputs to this process are a request for a value of a syntax element and values of prior parsed syntax elements. Output of this process is the value of the syntax element. The initialization process of the CABAC parsing process as specified in subclause9.3.2 is invoked when starting the parsing of one or more of the following: ? the slice segment data syntax specified in subclause7.3.8.1 ? the coding tree unit syntax specified in subclause 7.3.8.2 and the coding tree unit is the first coding tree unit in a tile ? the coding tree unit syntax specified in subclause 7.3.8.2, entropy_coding_sync_enabled_flag is equal to 1, and the associated luma coding tree block is the first luma coding tree block in a coding tree unit row The parsing of syntax elements proceeds as follows: For each requested value of a syntax element a binarization is derived as specified in subclause9.3.3. The binarization for the syntax element and the sequence of parsed bins determines the decoding process flow as described in subclause9.3.4. In case the request for a value of a syntax element is processed for the syntax element pcm_flag and the decoded value of pcm_flag is equal to 1, the decoding engine is initialized after the decoding of any pcm_alignment_zero_bit and all pcm_sample_luma and pcm_sample_chroma data as specified in subclause9.3.2.5. The storage process for context variables is applied as follows: ? When ending the parsing of the coding tree unit syntax in subclause 7.3.8.2, entropy_coding_sync_enabled_flag is equal to 1 and CtbAddrInRs%PicWidthInCtbsY is equal to 1, the storage process for context variables as specified in subclause9.3.2.3 is invoked with TableStateIdxWpp and TableMpsValWpp as outputs. ? When ending the parsing of the general slice segment data syntax in subclause 7.3.8.1, dependent_slice_segments_enabled_flag is equal to 1 and end_of_slice_segment_flag is equal to 1, the storage process for context variables as specified in subclause9.3.2.3 is invoked with TableStateIdxDs and TableMpsValDs as outputs. The whole CABAC parsing process for a syntax element synEl is illustrated in Figure9-12. Figure9-12 - Illustration of CABAC parsing process for a syntax element synEl (informative)"
"9.3.2.1","§9.3.2.1","General","Outputs of this process are initialized CABAC internal variables. Figure9-13 - Spatial neighbour T that is used to invoke the coding tree block availability derivation process relative to the current coding tree block (informative) The context variables of the arithmetic decoding engine are initialized as follows: ? If the coding tree unit is the first coding tree unit in a tile, the initialization process for context variables is invoked as specified in subclause9.3.2.2. ? Otherwise, if entropy_coding_sync_enabled_flag is equal to 1 and CtbAddrInRs%PicWidthInCtbsY is equal to 0, the following applies: ? The location (xNbT,yNbT) of the top-left luma sample of the spatial neighbouring block T (Figure9-13) is derived using the location (x0,y0) of the top-left luma sample of the current coding tree block as follows: (xNbT,yNbT) = (x0+CtbSizeY,y0?CtbSizeY)	(9-452) ? The availability derivation process for a block in z-scan order as specified in subclause6.4.1 is invoked with the location (xCurr,yCurr) set equal to (x0,y0) and the neighbouring location (xNbY,yNbY) set equal to (xNbT,yNbT) as inputs, and the output is assigned to availableFlagT. ? The synchronization process for context variables is invoked as follows: ? If availableFlagT is equal to 1, the synchronization process for context variables as specified in subclause9.3.2.4 is invoked with TableStateIdxWpp and TableMpsValWpp as inputs. ? Otherwise, the initialization process for context variables is invoked as specified in subclause9.3.2.2. ? Otherwise, if CtbAddrInRs is equal to slice_segment_address and dependent_slice_segment_flag is equal to 1, the synchronization process for context variables as specified in subclause9.3.2.4 is invoked with TableStateIdxDs and TableMpsValDs as inputs. ? Otherwise, the initialization process for context variables is invoked as specified in subclause9.3.2.2. The initialization process for the arithmetic decoding engine is invoked as specified in subclause9.3.2.5. The whole initialization process for a syntax element synEl is illustrated in the flowchart of Figure9-14. Figure9-14 - Illustration of CABAC initialization process (informative)"
"9.3.2.2","§9.3.2.2","Initialization process for context variables","Outputs of this process are the initialized CABAC context variables indexed by ctxTable and ctxIdx. Table9-30 to Table9-56 contain the values of the 8 bit variable initValue used in the initialization of context variables that are assigned to all syntax elements in subclauses7.3.8.1 through 7.3.8.11, except end_of_slice_segment_flag, end_of_sub_stream_one_bit, and pcm_flag. For each context variable, the two variables pStateIdx and valMps are initialized. NOTE78-The variable pStateIdx corresponds to a probability state index and the variable valMps corresponds to the value of the most probable symbol as further described in subclause9.3.4.3. From the 8 bit table entry initValue, the two 4 bit variables slopeIdx and offsetIdx are derived as follows: slopeIdx = initValue >> 4 offsetIdx = initValue & 15	(9-453) The variables m and n, used in the initialization of context variables, are derived from slopeIdx and offsetIdx as follows: m = slopeIdx * 5 ? 45 n = (offsetIdx << 3) ? 16	(9-454) The two values assigned to pStateIdx and valMps for the initialization are derived from SliceQpY, which is derived in Equation7-67. Given the variables m and n, the initialization is specified as follows: preCtxState = Clip3(1, 126, ((m * Clip3(0, 51, SliceQpY)) >> 4) + n) valMps = (preCtxState <= 63) ? 0 : 1 pStateIdx = valMps ? (preCtxState?64) : (63 ? preCtxState)	(9-455) In Table9-29, the ctxIdx for which initialization is needed for each of the three initialization types, specified by the variable initType, are listed. Also listed is the table number that includes the values of initValue needed for the initialization. For P and B slice types, the derivation of initType depends on the value of the cabac_init_flag syntax element. The variable initType is derived as follows: if(slice_type == I) initType = 0 else if(slice_type == P) initType = cabac_init_flag ? 2 : 1	(9-456) initType = cabac_init_flag ? 1 : 2 Table9-29 - Association of ctxIdx and syntax elements for each initializationType in the initialization process Syntax structure Syntax element ctxTable initType sao sao_merge_left_flag sao_merge_up_flag Table9-30 sao_type_idx_luma sao_type_idx_chroma Table9-31 coding_quadtree split_cu_flag Table9-32 coding_unit cu_transquant_bypass_flag Table9-33 cu_skip_flag Table9-34 pred_mode_flag Table9-35 part_mode Table9-36 prev_intra_luma_pred_flag Table9-37 intra_chroma_pred_mode Table9-38 rqt_root_cbf Table9-39 prediction_unit merge_flag Table9-40 merge_idx Table9-41 inter_pred_idc Table9-42 ref_idx_l0, ref_idx_l1 Table9-43 mvp_l0_flag, mvp_l1_flag Table9-44 transform_tree split_transform_flag Table9-45 cbf_luma Table9-46 cbf_cb, cbf_cr Table9-47 mvd_coding abs_mvd_greater0_flag Table9-48 abs_mvd_greater1_flag Table9-48 transform_unit cu_qp_delta_abs Table9-49 residual_coding transform_skip_flag[0] Table9-50 transform_skip_flag[1] transform_skip_flag[2] Table9-50 last_sig_coeff_x_prefix Table9-51 18..35 36..53 last_sig_coeff_y_prefix Table9-52 18..35 36..53 coded_sub_block_flag Table9-53 sig_coeff_flag Table9-54 42..83 84..125 coeff_abs_level_greater1_flag Table9-55 24..47 48..71 coeff_abs_level_greater2_flag Table9-56 12..17 NOTE79-ctxTable equal to 0 and ctxIdx equal to 0 are associated with end_of_slice_segment_flag, end_of_sub_stream_one_bit, and pcm_flag. The decoding process specified in subclause9.3.4.3.5 applies to ctxTable equal to 0 and ctxIdx equal to 0. This decoding process, however, may also be implemented by using the decoding process specified in subclause9.3.4.3.2. In this case, the initial values associated with ctxTable equal to 0 and ctxIdx equal to 0 are specified to be pStateIdx=63 and valMps=0, where pStateIdx=63 represents a non-adapting probability state. Table9-30 - Valu"
"9.3.2.3","§9.3.2.3","Storage process for context variables","Inputs to this process are the CABAC context variables indexed by ctxTable and ctxIdx. Outputs of this process are variables tableStateSync and tableMPSSync containing the values of the variables pStateIdx and valMps used in the initialization process of context variables that are assigned to all syntax elements in subclauses 7.3.8.1 through 7.3.8.11, except end_of_slice_segment_flag, end_of_sub_stream_one_bit, and pcm_flag. For each context variable, the corresponding entries pStateIdx and valMps of tables tableStateSync and tableMPSSync are initialized to the corresponding pStateIdx and valMps. The storage process for context variables is illustrated in the flowchart of Figure9-15. Figure9-15 - Illustration of CABAC storage process (informative)"
"9.3.2.4","§9.3.2.4","Synchronization process for context variables","Inputs to this process are variables tableStateSync and tableMPSSync containing the values of the variables pStateIdx and valMps used in the storage process of context variables that are assigned to all syntax elements in subclauses 7.3.8.1 through 7.3.8.11, except end_of_slice_segment_flag, end_of_sub_stream_one_bit, and pcm_flag. Outputs of this process are the initialized CABAC context variables indexed by ctxTable and ctxIdx. For each context variable, the corresponding context variables pStateIdx and valMps are initialized to the corresponding entries pStateIdx and valMps of tables tableStateSync and tableMPSSync."
"9.3.2.5","§9.3.2.5","Initialization process for the arithmetic decoding engine","Outputs of this process are the initialized decoding engine registers ivlCurrRange and ivlOffset both in 16 bit register precision. The status of the arithmetic decoding engine is represented by the variables ivlCurrRange and ivlOffset. In the initialization procedure of the arithmetic decoding process, ivlCurrRange is set equal to 510 and ivlOffset is set equal to the value returned from read_bits(9) interpreted as a 9 bit binary representation of an unsigned integer with the most significant bit written first. The bitstream shall not contain data that result in a value of ivlOffset being equal to 510 or 511. NOTE-The description of the arithmetic decoding engine in this Specification utilizes 16 bit register precision. However, a minimum register precision of 9 bits is required for storing the values of the variables ivlCurrRange and ivlOffset after invocation of the arithmetic decoding process (DecodeBin) as specified in subclause9.3.4.3. The arithmetic decoding process for a binary decision (DecodeDecision) as specified in subclause9.3.4.3.2 and the decoding process for a binary decision before termination (DecodeTerminate) as specified in subclause9.3.4.3.5 require a minimum register precision of 9bits for the variables ivlCurrRange and ivlOffset. The bypass decoding process for binary decisions (DecodeBypass) as specified in subclause9.3.4.3.4 requires a minimum register precision of 10bits for the variable ivlOffset and a minimum register precision of 9bits for the variable ivlCurrRange."
"9.3.3.1","§9.3.3.1","General","Input to this process is a request for a syntax element. Output of this process is the binarization of the syntax element. Table9-57 specifies the type of binarization process associated with each syntax element and corresponding inputs. The specification of the truncated Rice (TR) binarization process, the k-th order Exp-Golomb (EGk) binarization process, and the fixed-length (FL) binarization process are given in subclauses9.3.3.2 through 9.3.3.4, respectively. Other binarizations are specified in subclauses9.3.3.5 through 9.3.3.9. Table9-57 - Syntax elements and associated binarizations Syntax structure Syntax element Binarization Process Input parameters slice_segment_data end_of_slice_segment_flag cMax = 1 end_of_sub_stream_one_bit cMax = 1 sao sao_merge_left_flag cMax = 1 sao_merge_up_flag cMax = 1 sao_type_idx_luma cMax = 2, cRiceParam = 0 sao_type_idx_chroma cMax = 2, cRiceParam = 0 sao_offset_abs cMax = (1<<(Min(bitDepth,10)?5))?1, cRiceParam=0 sao_offset_sign cMax = 1 sao_band_position cMax = 31 sao_eo_class_luma cMax = 3 sao_eo_class_chroma cMax = 3 coding_quadtree split_cu_flag cMax = 1 coding_unit cu_transquant_bypass_flag cMax = 1 cu_skip_flag cMax = 1 pred_mode_flag cMax = 1 part_mode 9.3.3.5 (xCb,yCb) = (x0,y0), log2CbSize pcm_flag cMax = 1 prev_intra_luma_pred_flag cMax = 1 mpm_idx cMax = 2, cRiceParam = 0 rem_intra_luma_pred_mode cMax = 31 intra_chroma_pred_mode 9.3.3.6 rqt_root_cbf cMax = 1 prediction_unit merge_flag cMax = 1 merge_idx cMax = MaxNumMergeCand?1, cRiceParam = 0 inter_pred_idc[x0][y0] 9.3.3.7 nPbW, nPbH ref_idx_l0 cMax = num_ref_idx_l0_active_minus1, cRiceParam = 0 mvp_l0_flag cMax = 1 ref_idx_l1 cMax = num_ref_idx_l1_active_minus1, cRiceParam = 0 mvp_l1_flag cMax = 1 transform_tree split_transform_flag cMax = 1 cbf_luma cMax = 1 cbf_cb cMax = 1 cbf_cr cMax = 1 mvd_coding abs_mvd_greater0_flag cMax = 1 abs_mvd_greater1_flag cMax = 1 abs_mvd_minus2 mvd_sign_flag cMax = 1 transform_unit cu_qp_delta_abs 9.3.3.8 cu_qp_delta_sign_flag cMax = 1 residual_coding transform_skip_flag cMax = 1 last_sig_coeff_x_prefix cMax = (log2TrafoSize << 1) ? 1, cRiceParam = 0 last_sig_coeff_y_prefix cMax = (log2TrafoSize << 1) ? 1, cRiceParam = 0 last_sig_coeff_x_suffix cMax = (1<<((last_sig_coeff_x_prefix>>1)?1)?1) last_sig_coeff_y_suffix cMax = (1<<((last_sig_coeff_y_prefix>>1)?1)?1) coded_sub_block_flag cMax = 1 sig_coeff_flag cMax = 1 coeff_abs_level_greater1_flag cMax = 1 coeff_abs_level_greater2_flag cMax = 1 coeff_abs_level_remaining 9.3.3.9 current sub-block scan index i, baseLevel coeff_sign_flag cMax = 1"
"9.3.3.2","§9.3.3.2","Truncated Rice (TR) binarization process","Input to this process is a request for a TR binarization for a syntax element with value synVal, cMax, and cRiceParam. Output of this process is the TR binarization of the syntax element. A TR bin string is a concatenation of a prefix bin string and, when present, a suffix bin string. For the derivation of the prefix bin string, the following applies: - The prefix value of synVal, prefixVal, is derived as follows: prefixVal = synVal>>cRiceParam (9-457) - The prefix of the TR bin string is specified as follows: - If prefixVal is less than cMax>>cRiceParam, the prefix bin string is a bit string of length prefixVal+1 indexed by binIdx. The bins for binIdx less than prefixVal are equal to 1. The bin with binIdx equal to prefixVal is equal to 0. Table9-58 illustrates the bin strings of this unary binarization for prefixVal. - Otherwise, the bin string is a bit string of length cMax>>cRiceParam with all bins being equal to 1. Table9-58 - Bin string of the unary binarization (informative) prefixVal Bin string binIdx When cMax is greater than synVal, the suffix of the TR bin string is present and it is derived as follows: - The suffix value of synVal, suffixVal, is derived as follows: suffixVal = synVal?((prefixVal)<<cRiceParam)	(9-458) - The suffix of the TR bin string is specified by the binary representation of suffixVal. NOTE-For the input parameter cRiceParam=0 the TR binarization is exactly a truncated unary binarization and it is always invoked with a cMax value equal to the largest possible value of the syntax element being decoded."
"9.3.3.3","§9.3.3.3","k-th order Exp-Golomb (EGk) binarization process","Inputs to this process is a request for an EGk binarization for a syntax element. Output of this process is the EGk binarization of the syntax element. The bin string of the EGk binarization process of a syntax element synVal is specified as follows, where each call of the function put(X), with X being equal to 0 or 1, adds the binary value X at the end of the bin string: absV = Abs(synVal) stopLoop = 0 if(absV >= (1 << k)) { put(1) absV = absV ? (1 << k) } else { put(0) (9-459) while(k??) put((absV >> k) & 1) stopLoop = 1 } while(!stopLoop) NOTE-The specification for the k-th order Exp-Golomb (EGk) code uses 1's and 0's in reverse meaning for the unary part of the Exp-Golomb code of 0-th order as specified in subclause9.2."
"9.3.3.4","§9.3.3.4","Fixed-length (FL) binarization process","Inputs to this process are a request for a FL binarization for a syntax element and cMax. Output of this process is the FL binarization of the syntax element. FL binarization is constructed by using a fixedLength-bit unsigned integer bin string of the syntax element value, where fixedLength=Ceil(Log2(cMax+1)). The indexing of bins for the FL binarization is such that the binIdx=0 relates to the most significant bit with increasing values of binIdx towards the least significant bit."
"9.3.3.5","§9.3.3.5","Binarization process for part_mode","Inputs to this process are a request for a binarization for the syntax element part_mode a luma location (xCb,yCb), specifying the top-left sample of the current luma coding block relative to the top-left luma sample of the current picture, and a variable log2CbSize specifying the current luma coding block size. Output of this process is the binarization of the syntax element. The binarization for the syntax element part_mode is specified in Table9-59 depending on the values of CuPredMode[xCb][yCb] and log2CbSize. Table9-59 - Binarization for part_mode CuPredMode[xCb][yCb] part_mode PartMode Bin string log2CbSize> MinCbLog2SizeY log2CbSize==MinCbLog2SizeY !amp_enabled_flag amp_enabled_flag log2CbSize==3 log2CbSize>3 MODE_INTRA PART_2Nx2N PART_NxN MODE_INTER PART_2Nx2N PART_2NxN PART_Nx2N PART_NxN PART_2NxnU PART_2NxnD PART_nLx2N PART_nRx2N"
"9.3.3.6","§9.3.3.6","Binarization process for intra_chroma_pred_mode","Input to this process is a request for a binarization for the syntax element intra_chroma_pred_mode. Output of this process is the binarization of the syntax element. The binarization for the syntax element intra_chroma_pred_mode is specified in Table9-60. Table9-60 - Binarization for intra_chroma_pred_mode Value of intra_chroma_pred_mode Bin string"
"9.3.3.7","§9.3.3.7","Binarization process for inter_pred_idc","Inputs to this process are a request for a binarization for the syntax element inter_pred_idc, the current luma prediction block width nPbW, and the current luma prediction block height nPbH. Output of this process is the binarization of the syntax element. The binarization for the syntax element inter_pred_idc is specified in Table 9-61. Table 9-61 - Binarization for inter_pred_idc Value of inter_pred_idc Name of inter_pred_idc Bin string (nPbW+nPbH)!=12 (nPbW+nPbH)==12 PRED_L0 PRED_L1 PRED_BI"
"9.3.3.8","§9.3.3.8","Binarization process for cu_qp_delta_abs","Input to this process is a request for a binarization for the syntax element cu_qp_delta_abs. Output of this process is the binarization of the syntax element. The binarization of the syntax element cu_qp_delta_abs is a concatenation of a prefix bin string and (when present) a suffix bin string. For the derivation of the prefix bin string, the following applies: - The prefix value of cu_qp_delta_abs, prefixVal, is derived as follows: prefixVal = Min(cu_qp_delta_abs,5) (9-460) - The prefix bin string is specified by invoking the TR binarization process as specified in subclause9.3.3.2 for prefixVal with cMax=5 and cRiceParam=0. When prefixVal is greater than 4, the suffix bin string is present and it is derived as follows: - The suffix value of cu_qp_delta_abs, suffixVal, is derived as follows: suffixVal = cu_qp_delta_abs?5 (9-461) - The suffix bin string is specified by invoking the EGk binarization process as specified in subclause9.3.3.3 for suffixVal with the Exp-Golomb order k set equal to 0."
"9.3.3.9","§9.3.3.9","Binarization process for coeff_abs_level_remaining","Input to this process is a request for a binarization for the syntax element coeff_abs_level_remaining[n], the current sub-block scan index i, and baseLevel. Output of this process is the binarization of the syntax element. The variables cLastAbsLevel and cLastRiceParam are derived as follows: - If this process is invoked for the first time for the current sub-block scan index i, cLastAbsLevel and cLastRiceParam are set equal to 0. - Otherwise (this process is not invoked for the first time for the current sub-block scan index i), cLastAbsLevel and cLastRiceParam are set equal to the values of cAbsLevel and cRiceParam, respectively, that have been derived during the last invocation of the binarization process for the syntax element coeff_abs_level_remaining as specified in this subclause. The variable cAbsLevel is set equal to baseLevel+coeff_abs_level_remaining[n]. The variable cRiceParam is derived from cLastAbsLevel and cLastRiceParam as: cRiceParam = Min(cLastRiceParam+(cLastAbsLevel>(3*(1<<cLastRiceParam))?1:0),4)	(9-462) The variable cMax is derived from cRiceParam as: cMax = 4<<cRiceParam	(9-463) The binarization of the syntax element coeff_abs_level_remaining[n] is a concatenation of a prefix bin string and (when present) a suffix bin string. For the derivation of the prefix bin string, the following applies: - The prefix value of cu_qp_delta_abs, prefixVal, is derived as follows: prefixVal = Min(cMax,coeff_abs_level_remaining[n])	(9-464) - The prefix bin string is specified by invoking the TR binarization process as specified in subclause9.3.3.2 for prefixVal with the variables cMax and cRiceParam as inputs. When the prefix bin string is equal to the bit string of length 4 with all bits equal to 1, the suffix bin string is present and it is derived as follows: - The suffix value of cu_qp_delta_abs, suffixVal, is derived as follows: suffixVal = coeff_abs_level_remaining[n]?cMax	(9-465) - The suffix bin string is specified by invoking the EGk binarization process as specified in subclause9.3.3.3 for suffixVal with the Exp-Golomb order k set equal to cRiceParam+1."
"9.3.4.1","§9.3.4.1","General","Inputs to this process are all bin strings of the binarization of the requested syntax element as specified in subclause9.3.3. Output of this process is the value of the syntax element. This process specifies how each bin of a bin string is parsed for each syntax element. After parsing each bin, the resulting bin string is compared to all bin strings of the binarization of the syntax element and the following applies: -	If the bin string is equal to one of the bin strings, the corresponding value of the syntax element is the output. -	Otherwise (the bin string is not equal to one of the bin strings), the next bit is parsed. While parsing each bin, the variable binIdx is incremented by 1 starting with binIdx being set equal to 0 for the first bin. The parsing of each bin is specified by the following two ordered steps: 1.	The derivation process for ctxTable, ctxIdx, and bypassFlag as specified in subclause9.3.4.2 is invoked with binIdx as input and ctxTable, ctxIdx, and bypassFlag as outputs. 2.	The arithmetic decoding process as specified in subclause9.3.4.3 is invoked with ctxTable, ctxIdx, and bypassFlag as inputs and the value of the bin as output."
"9.3.4.2.1","§9.3.4.2.1","General","Input to this process is the position of the current bin within the bin string, binIdx. Outputs of this process are ctxTable, ctxIdx, and bypassFlag. The values of ctxTable, ctxIdx, and bypassFlag are derived as follows based on the entries for binIdx of the corresponding syntax element in Table9-62: - If the entry in Table9-62 is not equal to ""bypass"", ""terminate"", and ""na"", the values of binIdx are decoded by invoking the DecodeDecision process as specified in subclause9.3.4.3.2 and the following applies: - ctxTable is specified in Table9-29. - The variable ctxInc is specified by the corresponding entry in Table9-62 and when more than one value is listed in Table9-62 for a binIdx, the assignment process for ctxInc for that binIdx is further specified in the subclauses given in parenthesis. - The variable ctxIdxOffset is specified by the lowest value of ctxIdx in Table9-29 depending on the current value of initType. - ctxIdx is set equal to the sum of ctxInc and ctxIdxOffset. - bypass Flag is set equal to 0. - Otherwise, if the entry in Table9-62 is equal to ""bypass"", the values of binIdx are decoded by invoking the DecodeBypass process as specified in subclause9.3.4.3.4 and the following applies: - ctxTable is set equal to 0. - ctxIdx is set equal to 0. - bypassFlag is set equal to 1. - Otherwise, if the entry in Table9-62 is equal to ""terminate"", the values of binIdx are decoded by invoking the DecodeTerminate process as specified in subclause9.3.4.3.5 and the following applies: - ctxTable is set equal to 0. - ctxIdx is set equal to 0. - bypassFlag is set equal to 0. - Otherwise (the entry in Table9-62 is equal to ""na""), the values of binIdx do not occur for the corresponding syntax element. Table9-62 - Assignment of ctxInc to syntax elements with context coded bins Syntax element binIdx end_of_slice_segment_flag terminate end_of_sub_stream_one_bit terminate sao_merge_left_flag sao_merge_up_flag sao_type_idx_luma bypass sao_type_idx_chroma bypass sao_offset_abs bypass bypass bypass bypass bypass bypass sao_offset_sign bypass sao_band_position bypass bypass bypass bypass bypass bypass sao_eo_class_luma bypass bypass bypass sao_eo_class_chroma bypass bypass bypass split_cu_flag (subclause9.3.4.2.2) cu_transquant_bypass_flag cu_skip_flag (subclause9.3.4.2.2) pred_mode_flag part_mode log2CbSize==MinCbLog2SizeY bypass part_mode log2CbSize>MinCbLog2SizeY bypass pcm_flag terminate prev_intra_luma_pred_flag mpm_idx bypass bypass rem_intra_luma_pred_mode bypass bypass bypass bypass bypass bypass intra_chroma_pred_mode bypass bypass rqt_root_cbf merge_flag merge_idx bypass bypass bypass inter_pred_idc[x0][y0] (nPbW + nPbH) != 12 ? CtDepth[x0][y0] : 4 ref_idx_l0 bypass bypass bypass bypass ref_idx_l1 bypass bypass bypass bypass mvp_l0_flag mvp_l1_flag split_transform_flag 5?log2TrafoSize cbf_cb trafoDepth cbf_cr trafoDepth cbf_luma trafoDepth==0?1:0 abs_mvd_greater0_flag abs_mvd_greater1_flag abs_mvd_minus2 bypass bypass bypass bypass bypass bypass mvd_sign_flag bypass cu_qp_delta_abs bypass cu_qp_delta_sign_flag bypass transform_skip_flag last_sig_coeff_x_prefix 0..17 (subclause9.3.4.2.3) last_sig_coeff_y_prefix 0..17 (subclause9.3.4.2.3) last_sig_coeff_x_suffix bypass bypass bypass bypass bypass bypass last_sig_coeff_y_suffix bypass bypass bypass bypass bypass bypass coded_sub_block_flag (subclause9.3.4.2.4) sig_coeff_flag (subclause9.3.4.2.5) coeff_abs_level_greater1_flag (subclause9.3.4.2.6) coeff_abs_level_greater2_flag (subclause9.3.4.2.7) coeff_abs_level_remaining bypass bypass bypass bypass bypass bypass coeff_sign_flag bypass"
"9.3.4.2.2","§9.3.4.2.2","Derivation process of ctxInc using left and above syntax elements","Input to this process is the luma location (x0,y0) specifying the top-left luma sample of the current luma block relative to the top-left sample of the current picture. Output of this process is ctxInc. The location (xNbL,yNbL) is set equal to (x0?1,y0) and the variable availableL, specifying the availability of the block located directly to the left of the current block, is derived by invoking the availability derivation process for a block in z-scan order as specified in subclause6.4.1 with the location (xCurr,yCurr) set equal to (x0,y0) and the neighbouring location (xNbY,yNbY) set equal to (xNbL,yNbL) as inputs, and the output is assigned to availableL. The location (xNbA,yNbA) is set equal to (x0,y0?1) and the variable availableA specifying the availability of the coding block located directly above the current block, is derived by invoking the availability derivation process for a block in z-scan order as specified in subclause6.4.1 with the location (xCurr,yCurr) set equal to (x0,y0) and the neighbouring location (xNbY,yNbY) set equal to (xNbA,yNbA) as inputs, and the output is assigned to availableA. The assignment of ctxInc for the syntax elements split_cu_flag[x0][y0] and cu_skip_flag[x0][y0] is specified in Table9-63. Table9-63 - Specification of ctxInc using left and above syntax elements Syntax element ctxInc split_cu_flag[x0][y0] CtDepth[xNbL][yNbL] > cqtDepth CtDepth[xNbA][yNbA] > cqtDepth (condL&&availableL) + (condA&&availableA) cu_skip_flag[x0][y0] cu_skip_flag[xNbL][yNbL] cu_skip_flag[xNbA][yNbA] (condL&&availableL) + (condA&&availableA)"
"9.3.4.2.3","§9.3.4.2.3","Derivation process of ctxInc for the syntax elements last_sig_coeff_x_prefix and last_sig_coeff_y_prefix","Inputs to this process are the variable binIdx, the colour component index cIdx, and the transform block size log2TrafoSize. Output of this process is the variable ctxInc. The variables ctxOffset and ctxShift are derived as follows: - If cIdx is equal to 0, ctxOffset is set equal to 3*(log2TrafoSize?2)+((log2TrafoSize?1)>>2) and ctxShift is set equal to (log2TrafoSize+1)>>2. - Otherwise (cIdx is greater than 0), ctxOffset is set equal to 15 and ctxShift is set equal to log2TrafoSize?2. The variable ctxInc is derived as follows: ctxInc = (binIdx >> ctxShift) + ctxOffset (9-466)"
"9.3.4.2.4","§9.3.4.2.4","Derivation process of ctxInc for the syntax element coded_sub_block_flag","Inputs to this process are the colour component index cIdx, the current sub-block scan location (xS,yS), the previously decoded bins of the syntax element coded_sub_block_flag, and the transform block size log2TrafoSize. Output of this process is the variable ctxInc. The variable csbfCtx is derived using the current location (xS,yS), two previously decoded bins of the syntax element coded_sub_block_flag in scan order, and the transform block size log2TrafoSize, as follows: - csbfCtx is initialized with 0 as follows: csbfCtx = 0 (9-467) - When xS is less than (1<<(log2TrafoSize?2))?1, csbfCtx is modified as follows: csbfCtx += coded_sub_block_flag[xS+1][yS]	(9-468) - When yS is less than (1<<(log2TrafoSize?2))?1, csbfCtx is modified as follows: csbfCtx += coded_sub_block_flag[xS][yS+1]	(9-469) The context index increment ctxInc is derived using the colour component index cIdx and csbfCtx as follows: - If cIdx is equal to 0, ctxInc is derived as follows: ctxInc = Min(csbfCtx, 1) (9-470) - Otherwise (cIdx is greater than 0), ctxInc is derived as follows: ctxInc = 2 + Min(csbfCtx, 1) (9-471)"
